Deal Description,Title,Description,Original Price,Sales Price,Rating,Deal URL,Normal Link,Image URL,Category,Date Found,Promo Start date,Promo End date,Finder,How Found,Deal Status,Website Status,Email Status,Socials Status,Social Affiliate Link (Short),Notes
"Save $330 On an EPIC Camp Grill! Magma Crossover Double Burner, Grill, Griddle, and Pizza Top Bundle (was $660 now $330)",,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=bd2037c4-c41b-4056-b0e6-80c9f3cdca06&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fmagmaproducts.com%2Fproducts%2Fcrossover-double-burner-grill-griddle-and-pizza-top-bundle&ctc=honeyhole,https://magmaproducts.com/products/crossover-double-burner-grill-griddle-and-pizza-top-bundle,,Manual,12/13/2024,,12/25/2024,Jet,Manual,Dead,Removed,Sent,Ignore,,
"50% OFF Stainless Steel MAGMA Grill Bundles and accessories!! (For the boat, camping, or tailgating)",50% Off MAGMA Grill Bundles,"50% OFF Stainless Steel MAGMA Grill Bundles and accessories!! (For the boat, camping, or tailgating)",340,170,5,https://www.avantlink.com/click.php?tt=el&merchant_id=bd2037c4-c41b-4056-b0e6-80c9f3cdca06&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fmagmaproducts.com%2Fcollections%2Fsale&ctc=honeyhole,https://magmaproducts.com/collections/sale,https://magmaproducts.com/cdn/shop/files/CO10-11_bundle_e9as6o_540x.jpg?v=1721319882,camping-gear,12/13/2024,,12/25/2024,Jet,Manual,Active,Live,Ignore,Posted,https://alnk.to/3J7JKB9,
60% OFF WOMANS SOLOMAN HIKING SHOE (was $190 is $76),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=af5b8e7d-f369-4b4a-846b-641c1a9480fb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.salomon.com%2Fen-us%2Fshop%2Fproduct%2Fcross-hike-2-mid-gore-tex-lg9231.html%23color%3D72778&ctc=honeyhole,https://www.salomon.com/en-us/shop/product/cross-hike-2-mid-gore-tex-lg9231.html#color=72778,,Manual,12/13/2024,,,Jet,Manual,Dead,Removed,Sent,Ignore,,Combine with men's deal also listed for same shoe
SAVE $96 on Women's SALOMON Glide Max Trail Running Shoe (was $160 is $64),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=af5b8e7d-f369-4b4a-846b-641c1a9480fb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.salomon.com%2Fen-us%2Fshop%2Fproduct%2Fglide-max-tr-li3118.html%23color%3D84901&ctc=honeyhole,https://www.salomon.com/en-us/shop/product/glide-max-tr-li3118.html#color=84901,,Manual,12/13/2024,,,Jet,Manual,Dead,Removed,Sent,Posted,https://alnk.to/58rNXgv,
70% OFF (was $329 IS 98.7) SITKA Mountain Evo Jakcet,,,,,5,,https://www.sitkagear.com/products/mountain-evo-jacket/optifade-subalpine?q=mountain%20evo%20jacket,,Manual,12/13/2024,,,Jet,Manual,Duplicate,Ignore,Ignore,Ignore,,
60% OFF SITKA Range Pant!! (was $229 now $92),,,,,5,https://www.avantlink.com/click.php?tool_type=cl&merchant_id=da743e74-18d9-45a9-b95d-8bc389bec74d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.sitkagear.com%2Fproducts%2Frange-pant%2Flead%3Fq%3DRange%2520Pant&ctc=honeyhole,https://www.sitkagear.com/products/range-pant/lead?q=Range%20Pant,,Manual,12/13/2024,,,Jet,Manual,Dead,Removed,Ignore,Ignore,,
SAVE $184.5 On the SITKA Rover Down Jacket (was $369 Is $184.5),,,,,5,https://www.avantlink.com/click.php?tool_type=cl&merchant_id=da743e74-18d9-45a9-b95d-8bc389bec74d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.sitkagear.com%2Fproducts%2Frover-down-jacket%2Fstarlight-blue%3Fq%3Drover%2520down%2520jacket&ctc=honeyhole,https://www.sitkagear.com/products/rover-down-jacket/starlight-blue?q=rover%20down%20jacket,,Manual,12/13/2024,,,Jet,Manual,Active,Ignore,Ignore,Ignore,https://alnk.to/9TagsfL,Out of stock
"$184,5 OFF SITKA  Womans Lite Down Jacket",,,,,5,https://www.avantlink.com/click.php?tool_type=cl&merchant_id=da743e74-18d9-45a9-b95d-8bc389bec74d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.sitkagear.com%2Fproducts%2Fwomens-kelvin-lite-down-jacket%2Fbison&ctc=honeyhole,https://www.sitkagear.com/products/womens-kelvin-lite-down-jacket/bison,,Manual,12/13/2024,,,Jet,Manual,Active,Ignore,Ignore,Ignore,https://alnk.to/c09me3e,Out of stock
ONLY $27.99 for a Classic Coleman 1-burner Butane Camping Stove! (was $35),,,,,4,https://www.amazon.com/Coleman-Camping-Stove-Classic-Burner-Butane/dp/B09HMZH8Z6?crid=1BAFGQQJHR5AH&dib=eyJ2IjoiMSJ9.RYI7EeWrHdByYcWVl9IT5XMhRSBqov3W4430Kn-lKKRBTbAlPiDCu8aKvsMcP3PIciFcQLI2pqndCnnkymxI_-A1opDm4o3esBnUOJJo0HFl6S62jjqEufqLwvREdeyqro9iLdjFICZZLd6hNm7owmZcplMXxq2wH0TeHOWkW-OSFLF59aWLtYDZcAh7I3Rsr2z7dc8i4IcWJOm5vlSeiTL5SI5HY59oNrf9Eo46EX02ej3f7zG1mNC5wi5KyR5VdwC93m9PVsDfEg_x1b-CN0-6uinSaplYmAAt2nQgLx3tCzm7U5VyOaMVKQt6qNAEiydxBFyrEp_3rlavDQeUYgY7O5tvxQCP-htT4qw6qS0u-0y9-hQ6_fGxvWRbzK4u9XkUFqmorSqY9LRBURRN118-rTwpB_eHyjvSpNapLhSZq85vufyRwohSyG-FAkzz.fZTaqTpPadRTtldvbjAZs_N2tI1NMUzY729H5x5nUTc&dib_tag=se&keywords=camping&qid=1734474868&sprefix=camping%2Caps%2C117&sr=8-31&linkCode=ll1&tag=honeyhole-page-20&linkId=9838374eebe5ab1dc5ac1c8cef6cfe6b&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Coleman-Camping-Stove-Classic-Burner-Butane/dp/B09HMZH8Z6/ref=sr_1_31?crid=1BAFGQQJHR5AH&dib=eyJ2IjoiMSJ9.RYI7EeWrHdByYcWVl9IT5XMhRSBqov3W4430Kn-lKKRBTbAlPiDCu8aKvsMcP3PIciFcQLI2pqndCnnkymxI_-A1opDm4o3esBnUOJJo0HFl6S62jjqEufqLwvREdeyqro9iLdjFICZZLd6hNm7owmZcplMXxq2wH0TeHOWkW-OSFLF59aWLtYDZcAh7I3Rsr2z7dc8i4IcWJOm5vlSeiTL5SI5HY59oNrf9Eo46EX02ej3f7zG1mNC5wi5KyR5VdwC93m9PVsDfEg_x1b-CN0-6uinSaplYmAAt2nQgLx3tCzm7U5VyOaMVKQt6qNAEiydxBFyrEp_3rlavDQeUYgY7O5tvxQCP-htT4qw6qS0u-0y9-hQ6_fGxvWRbzK4u9XkUFqmorSqY9LRBURRN118-rTwpB_eHyjvSpNapLhSZq85vufyRwohSyG-FAkzz.fZTaqTpPadRTtldvbjAZs_N2tI1NMUzY729H5x5nUTc&dib_tag=se&keywords=camping&qid=1734474868&sprefix=camping%2Caps%2C117&sr=8-31,,Manual,12/17/2024,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,,
Great Two Cup Cook Set!,,,,,2,,https://www.amazon.com/Stanley-Adventure-Camp-Stainless-Steel/dp/B005188T90/ref=sr_1_41?crid=1BAFGQQJHR5AH&dib=eyJ2IjoiMSJ9.RYI7EeWrHdByYcWVl9IT5XMhRSBqov3W4430Kn-lKKRBTbAlPiDCu8aKvsMcP3PIciFcQLI2pqndCnnkymxI_-A1opDm4o3esBnUOJJo0HFl6S62jjqEufqLwvREdeyqro9iLdjFICZZLd6hNm7owmZcplMXxq2wH0TeHOWkW-OSFLF59aWLtYDZcAh7I3Rsr2z7dc8i4IcWJOm5vlSeiTL5SI5HY59oNrf9Eo46EX02ej3f7zG1mNC5wi5KyR5VdwC93m9PVsDfEg_x1b-CN0-6uinSaplYmAAt2nQgLx3tCzm7U5VyOaMVKQt6qNAEiydxBFyrEp_3rlavDQeUYgY7O5tvxQCP-htT4qw6qS0u-0y9-hQ6_fGxvWRbzK4u9XkUFqmorSqY9LRBURRN118-rTwpB_eHyjvSpNapLhSZq85vufyRwohSyG-FAkzz.fZTaqTpPadRTtldvbjAZs_N2tI1NMUzY729H5x5nUTc&dib_tag=se&keywords=camping&qid=1734475026&sprefix=camping%2Caps%2C117&sr=8-41&th=1,,Manual,12/17/2024,,,Jet gatewood,Manual,Dead,Ignore,Ignore,Ignore,,"had this for like 8 years and still use it all the time. Good one, let's wait til it goes on sale."
30% OFF Colman Tent,,,,,3,,https://www.amazon.com/Coleman-Snag-Free-Included-Festivals-Sleepovers/dp/B019N9W93O/ref=sxin_15_pa_sp_search_thematic_sspa?content-id=amzn1.sym.3779f802-41c9-4701-80fc-4e48e28c3342%3Aamzn1.sym.3779f802-41c9-4701-80fc-4e48e28c3342&crid=1BAFGQQJHR5AH&cv_ct_cx=camping&keywords=camping&pd_rd_i=B019N9W93O&pd_rd_r=ae261ac8-55b2-46e4-b69e-b40e7893e15c&pd_rd_w=JIlg1&pd_rd_wg=lvIFB&pf_rd_p=3779f802-41c9-4701-80fc-4e48e28c3342&pf_rd_r=GP3WAHJTKJKN7YH7SQC6&qid=1734475026&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=camping%2Caps%2C117&sr=1-2-9549b3c6-cc8d-4bb1-9035-2773e949cdec-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1&psc=1,,Manual,12/17/2024,,,Jet gatewood,Manual,Duplicate,Ignore,Ignore,Ignore,,
54% OFF Coleman 6 Person Tent with Screen Porch—Awesome Family Tent! (was $350 now $160),Coleman 6 Person Tent,54% OFF Coleman 6 Person Tent with Screen Porch—Awesome Family Tent! (was $350 now $160),350,160,4,https://www.amazon.com/Coleman-Carlsbad-4-Person-Dome-Screen/dp/B019YDV6A6?content-id=amzn1.sym.3779f802-41c9-4701-80fc-4e48e28c3342%3Aamzn1.sym.3779f802-41c9-4701-80fc-4e48e28c3342&crid=1BAFGQQJHR5AH&cv_ct_cx=camping&keywords=camping&pd_rd_i=B019YDV12O&pd_rd_r=ae261ac8-55b2-46e4-b69e-b40e7893e15c&pd_rd_w=JIlg1&pd_rd_wg=lvIFB&pf_rd_p=3779f802-41c9-4701-80fc-4e48e28c3342&pf_rd_r=GP3WAHJTKJKN7YH7SQC6&qid=1734475026&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=camping%2Caps%2C117&sr=1-5-9549b3c6-cc8d-4bb1-9035-2773e949cdec-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1&linkCode=ll1&tag=honeyhole-page-20&linkId=457978e6333b6caf5d63825d15e16d94&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Coleman-Carlsbad-4-Person-Dome-Screen/dp/B019YDV12O/ref=sxin_15_pa_sp_search_thematic_sspa?content-id=amzn1.sym.3779f802-41c9-4701-80fc-4e48e28c3342%3Aamzn1.sym.3779f802-41c9-4701-80fc-4e48e28c3342&crid=1BAFGQQJHR5AH&cv_ct_cx=camping&keywords=camping&pd_rd_i=B019YDV12O&pd_rd_r=ae261ac8-55b2-46e4-b69e-b40e7893e15c&pd_rd_w=JIlg1&pd_rd_wg=lvIFB&pf_rd_p=3779f802-41c9-4701-80fc-4e48e28c3342&pf_rd_r=GP3WAHJTKJKN7YH7SQC6&qid=1734475026&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=camping%2Caps%2C117&sr=1-5-9549b3c6-cc8d-4bb1-9035-2773e949cdec-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1,https://m.media-amazon.com/images/I/71jKW9Ld4VL._AC_SX679_.jpg,camping-gear,12/17/2024,,,Jet gatewood,Manual,Active,Live,Sent,Ignore,,
Savings: $350.01 (44% Off) - Garmin epix Gen 2 GPS Smartwatch,,,,,5,,https://www.cabelas.com/shop/en/garmin-epix-gen-2-gps-smartwatch,,Manual,12/17/2024,,,Jet gatewood,Manual,Duplicate,Ignore,Ignore,Ignore,,
44% OFF Ruger American Predator Hunting Rifle in 6.5 Creedmoor—We tested this rifle and it was super accurate for the money! (was $650 now $370),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=366d8fa6-2a72-4d59-bc31-583f74cfd91b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fpalmettostatearmory.com%2Fruger-predator-6-5-creedmoor-moss-green-22-rifle-26973.html&ctc=honeyhole,https://palmettostatearmory.com/ruger-predator-6-5-creedmoor-moss-green-22-rifle-26973.html,,Affiliate Email,12/18/2024,,,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
DONT MISS OUT! HUGE Optics Planet Warehouse Sale (up to 60% off),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fmkt-warehouse-liquidation122724.html&ctc=honeyhole,https://www.opticsplanet.com/mkt-warehouse-liquidation122724.html,,Affiliate Email,12/18/2024,,2/1/2025,Jet gatewood,Affiliate Email,Dead,Removed,Sent,Ignore,,
53% OFF Black Diamond Recon Stretch Ski Shell - Men's (was $450 now $210),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fblack-diamond-recon-stretch-ski-shell-men-s.html%3F_iv_mens-clothing-size%3Dsmall%26_iv_chest-body-size-204467615%3D36-38-in%26_iv_sleeve-length%3D33-dot-5-in%26_iv_color%3Dblack%26_iv_code%3D10C-AJ6-BLACKD66-APK6HI015SML1&ctc=honeyhole,https://www.opticsplanet.com/black-diamond-recon-stretch-ski-shell-men-s.html?_iv_mens-clothing-size=small&_iv_chest-body-size-204467615=36-38-in&_iv_sleeve-length=33-dot-5-in&_iv_color=black&_iv_code=10C-AJ6-BLACKD66-APK6HI015SML1,,Affiliate Email,12/18/2024,,2/1/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
END OF YEAR WAREHOUSE BLOWOUT!!! Outdoor gear at a minimum of 50% OFF!,,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fmkt-warehouse-liquidation122724.html%3F_iv_categories%3Dmilitary-apparel%2Cboots-footwear%2Cmens-clothing-apparel%2Ccamping-gear%2Cbackpacking-tents%2Cbackpacks&ctc=honeyhole,"https://www.opticsplanet.com/mkt-warehouse-liquidation122724.html?_iv_categories=military-apparel,boots-footwear,mens-clothing-apparel,camping-gear,backpacking-tents,backpacks",,Affiliate Email,12/18/2024,,2/1/2025,Jet gatewood,Affiliate Email,Dead,Removed,Sent,Ignore,,
54% OFF  Long Handle Rummer Fishing Net (was $120 now $55),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fstone-creek-long-handle-rubber-net-w-clear-ghost-netting.html&ctc=honeyhole,https://www.opticsplanet.com/stone-creek-long-handle-rubber-net-w-clear-ghost-netting.html,,Affiliate Email,12/18/2024,,2/1/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
50% OFF 5-pack Ignik 24 Hour XL Warmers (was $13 now $6),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fignik-24-hour-biodegradable-sleeping-bag-warmers-w-reusable-airbarrier-bags.html%3F_iv_deal-types%3Dseasonal%26_iv_code%3D4HK-HFW-BDHSW1-IGAIR-00221PR&ctc=honeyhole,https://www.opticsplanet.com/ignik-24-hour-biodegradable-sleeping-bag-warmers-w-reusable-airbarrier-bags.html?_iv_deal-types=seasonal&_iv_code=4HK-HFW-BDHSW1-IGAIR-00221PR,,Affiliate Email,12/18/2024,,2/1/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
"53% OFF a LEGIT Emperor Wakazashi Sword! We couldn't help ourselves, because who doesnt want to be a ninja? (was $700 now $311)",,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fcold-steel-emperor-wakazashi-sword.html%3F_iv_deal-types%3Dseasonal%26_iv_code%3D24-SJ-CS-88W-DEMO&ctc=honeyhole,https://www.opticsplanet.com/cold-steel-emperor-wakazashi-sword.html?_iv_deal-types=seasonal&_iv_code=24-SJ-CS-88W-DEMO,,Affiliate Email,12/18/2024,,2/1/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
$100 OFF Sport Dog FIeld Sentinel 1825 Dog Training Collar (was $550 now $450),Sport Dog Field Sentinel Collar,$100 OFF Sport Dog FIeld Sentinel 1825 Dog Training Collar (was $550 now $450),550,450,4,https://cabelas.xhuc.net/bOkN79,https://www.cabelas.com/shop/en/sportdog-brand-fieldsentinel-electronic-dog-training-system,"https://assets.basspro.com/image/upload/b_rgb:FFFFFF,c_limit,dpr_1.0,f_auto,h_1348,q_auto,w_2600/c_limit,h_1348,w_2600/v1/ProductImages/400/black_101451215_main?pgw=1",camping-gear,12/18/2024,,,Jet gatewood,Manual,Active,Live,Ignore,Posted,,
28% OFF Garmin fenix 7X Pro Solar GLS Smartwatch ( was $900 now $650),,,,,5,https://cabelas.xhuc.net/RG0nR9,https://www.cabelas.com/shop/en/garmin-fenix-7x-pro-solar-multisport-gps-smartwatch,,Manual,12/18/2024,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,,
"24% OFF Sea to Summit Stuff Sack Set - Small, Medium, & Large (was $25 now $19)",Sea To Summit Stuff Sack,"24% OFF Sea to Summit Stuff Sack Set - Small, Medium, & Large (was $25 now $19)",25,19,3,https://www.avantlink.com/click.php?tt=el&merchant_id=83c7c186-fb5f-42ca-a1a4-8e6e1a99ac2e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.sportsmans.com%2Fcamping-gear-supplies%2Fbackpacks-bags%2Fstuff-sacks-ditty-bags%2Fsea-to-summit-ultra-sil-stuff-sack-set-small-medium-large%2Fp%2F1855773&ctc=honeyhole,https://www.sportsmans.com/camping-gear-supplies/backpacks-bags/stuff-sacks-ditty-bags/sea-to-summit-ultra-sil-stuff-sack-set-small-medium-large/p/1855773,https://www.sportsmans.com/medias/sea-to-summit-ultra-sil-stuff-sack-set-small-medium-large-1855773-1.jpg?context=bWFzdGVyfGltYWdlc3w1MDg4N3xpbWFnZS9qcGVnfGFEZzNMMmcxWWk4eE1UY3pOell5TXprNE5qSXdOaTh4TWpBd0xXTnZiblpsY25OcGIyNUdiM0p0WVhSZlltRnpaUzFqYjI1MlpYSnphVzl1Um05eWJXRjBYM050ZHkweE9EVTFOemN6TFRFdWFuQm58M2I3MTU4NDJmODk3ZGY4OWJjZWU5NGNlMjE5ODk5MWVjZTk4Y2ZmZjY4NmUxMTZkMzk2ZTVkMzRlZDcyOGNkNA,camping-gear,12/18/2024,,,Jet gatewood,Manual,Active,Live,Ignore,Posted,https://alnk.to/6mR6PX7,
50% OFF Lithium 40v Power Station (was $199 now $99),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=e21b2ad7-382e-4db9-b77e-22f8b11c5c01&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.scheels.com%2Fp%2F04325312402%2F%3FqueryID%3D5db0de67702a574d1a21053d13677668&ctc=honeyhole,https://www.scheels.com/p/04325312402/?queryID=5db0de67702a574d1a21053d13677668,,Manual,12/18/2024,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,,
$1050 OFF - Garmin ECHOMAP UHD2 93sv LiveScope Bundle Fish Finder (was $2850 Now $1799),,,,,4,,https://www.scheels.com/p/75375932273/?queryID=e6ac70f592be7a91e01cd8ba6e6b8738,,Manual,12/18/2024,,,Jet gatewood,Manual,Duplicate,Ignore,Ignore,Ignore,,
71% OFF -Abu Garcia Vendetta Ice Spinning Combo(was $55 Now $15.99),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=e21b2ad7-382e-4db9-b77e-22f8b11c5c01&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.scheels.com%2Fp%2F03628207686%2F%3FqueryID%3Dd3bb88184f45594c82ec5b4c84837695&ctc=honeyhole,https://www.scheels.com/p/03628207686/?queryID=d3bb88184f45594c82ec5b4c84837695,,Manual,12/18/2024,,,Jet gatewood,Manual,Dead,Ignore,Ignore,Ignore,,"Great sale, but out of stock at the moment (12/19/24)"
60% OFF ENO Moonshine Camping Lantern (was $25 now $10),,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=83c7c186-fb5f-42ca-a1a4-8e6e1a99ac2e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.sportsmans.com%2Fcamping-gear-supplies%2Flighting%2Felectric-lanterns%2Feagles-nest-outfitters-moonshine-lantern%2Fp%2F1858291&ctc=honeyhole,https://www.sportsmans.com/camping-gear-supplies/lighting/electric-lanterns/eagles-nest-outfitters-moonshine-lantern/p/1858291,,Manual,12/18/2024,,,Jet gatewood,Manual,Active,Removed,Sent,Posted,https://alnk.to/611ASkR,old
61% OFF Ozark Trail 2-Burner Propane Gas Camping Stove (was $40 now $15),,,,,3,https://goto.walmart.com/c/2666693/565706/9383?subId1=honeyhole&veh=aff&sourceid=imp_000011112222333344&u=https%3A%2F%2Fwww.walmart.com%2Fip%2FOzark-Trail-2-Burner-Propane-Gas-Camping-Stove-GCT2208W-Black%2F136531236%3FclassType%3DVARIANT&partnerpropertyid=2457117&MediaPartnerPropertyId=2457117,https://www.walmart.com/ip/Ozark-Trail-2-Burner-Propane-Gas-Camping-Stove-GCT2208W-Black/136531236?classType=VARIANT,,Manual,12/18/2024,,,Jet gatewood,Manual,Dead,Removed,Sent,Ignore,,
36% OFF Coleman 15.5oz Butane/Propane Mix Fuel,,,,,4,,https://www.walmart.com/ip/Coleman-15-5oz-Butane-Propane-Mix-Fuel/55283674,,Manual,12/18/2024,,,Jet gatewood,Manual,Dead,Ignore,Ignore,Ignore,,
20% OFF Amazon Rechargeable Hand Warmers—Everyone's doing it. You know you want to. (was $50 now $40),,,,,4,https://www.amazon.com/Rechargeable-14000mAh-Electric-Christmas-Accessories/dp/B0DFQ214MF?th=1&linkCode=ll1&tag=honeyhole-page-20&linkId=e45543cff909cbec201148706d1bb1c3&language=en_US&ref_=as_li_ss_tl,https://www.amazon.com/Rechargeable-14000mAh-Electric-Christmas-Accessories/dp/B0DFQ214MF/ref=sr_1_68,,Manual,12/19/2024,,,Jet gatewood,Manual,Dead,Removed,Ignore,Posted,,
38% OFF SIG Sauer Tango MSR LPVO Scope 1-6x24mm  (was $400 now $250),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=366d8fa6-2a72-4d59-bc31-583f74cfd91b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fpalmettostatearmory.com%2Fsig-tango-msr-lpvo-1-6x24mm-sfp-rifle-scope-with-alpha-cantilever-msr-mount-black-sot61000.html&ctc=honeyhole,https://palmettostatearmory.com/sig-tango-msr-lpvo-1-6x24mm-sfp-rifle-scope-with-alpha-cantilever-msr-mount-black-sot61000.html,,Affiliate Email,12/19/2024,,,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
SHHHHHH!!! Use code: XMAS2024  to get a 35% discount on whatever you want from Yosuda excercise Bikes!,,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=0ef8f517-605f-43a9-99dc-c80258c92310&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fyosudabikes.com%2F&ctc=honeyhole,https://yosudabikes.com/,,Affiliate Email,12/19/2024,,,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
$300 OFF Ruger American Predator 6.5 Creedmoor WITH a Vortex Crossfire II Scope! (was $800 is $500),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=366d8fa6-2a72-4d59-bc31-583f74cfd91b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fpalmettostatearmory.com%2Fruger-american-6-5-creedmoor-bolt-action-rifle-with-vortex-crossfire-ii-green-16953.html&ctc=honeyhole,https://palmettostatearmory.com/ruger-american-6-5-creedmoor-bolt-action-rifle-with-vortex-crossfire-ii-green-16953.html,,Affiliate Email,12/20/2024,,,Jet gatewood,Affiliate Email,Dead,Removed,Sent,Ignore,,
57% OFF Retay Masai Mara Turkey 20 Gauge Semi-Auto Shotgun—HOLY COW! ( was $1499 is $649) ,,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=366d8fa6-2a72-4d59-bc31-583f74cfd91b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fpalmettostatearmory.com%2Fretay-masai-mara-turkey-20-gauge-22-4rd-semi-auto-shotgun-bottomland.html&ctc=honeyhole,https://palmettostatearmory.com/retay-masai-mara-turkey-20-gauge-22-4rd-semi-auto-shotgun-bottomland.html,,Affiliate Email,12/20/2024,,,Jet gatewood,Affiliate Email,Dead,Removed,Sent,Ignore,,
